lng,lat,人均价格,星级,口味,环境,服务
121.445471999999,31.217457,31,4.2,4.4,3.8,4.1
121.432597999999,31.1971729999999,148,3.8,3.7,3.9,4
121.429282999999,31.1886219999999,52,3.6,3.9,3.8,3.8
121.439885,31.173687,65,3.5,3.5,3.4,3.4
121.419368,31.189999,43,3.9,4,4,3.9
121.439510999999,31.1716039999999,23,3.7,3.7,3.6,3.7
121.452487,31.185727,44,4.6,4.6,4.6,4.7
121.456283999999,31.2092649999999,185,4.2,4.2,4.5,4.2
121.422528,31.1849729999999,23,3.4,3.5,3.4,3.4
121.427879,31.1706539999999,50,4.6,4.5,4.6,4.7
121.433273,31.200577,35,4.2,4.3,3.9,4.1
121.42707,31.1862099999999,75,3.5,3.5,3.5,3.5
121.445528999999,31.212323,45,3.1,3.3,3.3,3.4
121.455090999999,31.211551,47,3.9,4,3.9,4.3
121.456057,31.199411,18,3.7,3.7,3.5,3.7
121.44253,31.20691,197,4.2,4.1,4.6,4.3
121.394272999999,31.1674989999999,33,3.7,3.8,3.7,3.8
121.414073,31.1771199999999,28,3.6,3.7,3.7,3.7
121.418777,31.1976349999999,39,4,3.9,4.1,4.1
121.394086999999,31.16621,43,3.4,3.5,3.6,3.5
121.402220999999,31.174695,25,3.6,3.6,3.6,3.6
121.420079999999,31.189817,26,3.5,3.5,3.6,3.6
121.508319,31.304057,84,4.6,4.4,4.5,4.7
121.509231999999,31.3033259999999,84,4.2,4,4.5,4.2
121.525155999999,31.3041729999999,59,3.9,3.9,3.9,3.8
121.506803,31.306431,38,4.5,4.5,4,4.4
121.528023,31.286325,63,3.9,3.8,3.8,3.8
121.504105999999,31.3102629999999,34,3.8,3.8,3.6,3.8
121.500696,31.319524,28,3.8,3.8,3.8,3.8
121.535882,31.263593,19,3.6,3.6,3.6,3.6
121.505855999999,31.306455,117,4.2,4.1,4.5,4.1
121.538424,31.2801879999999,90,4.5,4.5,4.6,4.6
121.507586,31.313948,153,4.8,4.8,4.8,4.8
121.521069999999,31.2959409999999,98,4.4,4.5,4,4.4
121.553414,31.274504,111,4.7,4.7,4.6,4.8
121.536686,31.276996,105,3.7,3.9,3.8,3.7
121.504121999999,31.332424,95,4.6,4.5,4.6,4.6
121.499893999999,31.3034369999999,38,3.6,3.6,3.4,3.6
121.504784,31.298456,203,4.3,4.4,4.5,4.2
121.503268,31.283655,33,3.1,3.2,3.3,3.1
121.512615999999,31.27699,114,4.4,4.7,4.6,4.6
121.525862,31.26976,133,3.8,3.8,4,4.1
121.502719999999,31.2839579999999,51,4.7,4.7,4.7,4.7
121.517612,31.2798319999999,117,4,3.9,4,4
121.503675,31.283542,72,4.2,4.4,3.8,4.2
121.516739,31.299923,63,3.5,3.5,3.4,3.5
121.513718999999,31.3022719999999,111,4.3,4.4,4.3,4.5
121.531107,31.268974,110,3.9,4,3.8,3.9
121.513138999999,31.2771119999999,117,4.5,4.6,4.5,4.7
121.498549999999,31.310664,81,3.7,3.7,3.7,3.6
121.516453999999,31.29606,120,3.9,3.9,3.7,3.7
121.511161,31.3034439999999,105,4.5,4.4,4.6,4.6
121.535066999999,31.3137569999999,40,4.2,4.3,4.2,4.2
121.508084999999,31.313941,111,4.4,4.5,4.5,4.6
121.501296999999,31.303823,104,4.4,4.5,4.4,4.5
121.505407,31.311045,39,3.9,3.8,4,4.1
121.529848999999,31.301116,78,3.7,3.8,3.8,3.8
121.534552,31.3141609999999,32,4.1,4.1,4.1,4.2
121.518265,31.266449,62,4,4,4.1,4.1
121.527789999999,31.308685,22,3.6,3.6,3.6,3.5
121.524975999999,31.3041139999999,133,4.2,4,4.2,4.2
121.509066,31.305381,48,4.4,4.3,4.3,4.4
121.523994,31.320107,20,3.8,3.8,3.4,3.6
121.504762999999,31.298265,31,4,4.1,4.1,4.1
121.508196999999,31.308672,39,4.3,4.3,4.2,4.4
121.509174,31.277479,24,3.7,3.7,3.4,3.5
121.508167,31.3087139999999,33,3.8,3.8,3.9,3.8
121.514695,31.3021099999999,97,4.2,4,4.4,4.4
121.524726999999,31.3040449999999,90,3.6,3.7,3.5,3.6
121.539606,31.2770249999999,84,4,3.9,4,4.1
121.500951,31.306193,19,3.6,3.4,3.1,3.2
121.522148,31.260487,38,3.6,3.6,3.5,3.6
121.503108999999,31.292943,18,4.4,4.4,3.9,4.3
121.500940999999,31.3456009999999,23,3.7,3.6,3.7,3.7
121.498292,31.28901,41,3.3,3.3,3.4,3.3
121.463942,31.208835,179,4.7,4.7,4.7,4.7
121.493362,31.228075,145,4.8,4.8,4.7,4.8
121.470523999999,31.2208229999999,576,4.9,4.8,4.9,4.9
121.473057999999,31.222847,146,4.7,4.6,4.7,4.6
121.473523,31.234335,85,4.4,4.5,4.5,4.3
121.476747,31.237946,87,4.2,4.1,4.1,4.1
121.46594,31.227846,76,4,4,3.6,3.8
121.493941,31.229803,100,4.4,4.3,4.3,4.4
121.463832999999,31.2102539999999,168,4.8,4.8,4.8,4.8
121.472247999999,31.213598,34,4.4,4.4,4.4,4.4
121.466305,31.234352,106,4.3,4.4,4.4,4.1
121.477919,31.234609,142,4.4,4.3,3.8,3.8
121.463572999999,31.208769,35,3.9,4,3.9,3.9
121.474908999999,31.214413,78,3.6,3.9,3,3.3
121.481284,31.2200069999999,42,4.2,4,3.6,3.5
121.478358,31.2043089999999,93,4,4.1,4,4.1
121.485625999999,31.224485,103,4.9,4.8,4.8,4.9
121.486384,31.2345429999999,214,4.5,4.2,4.6,4.2
121.492949999999,31.229467,89,4.3,4.4,4.1,4.2
121.464365,31.208578,186,4.7,4.8,4.6,4.7
121.464879999999,31.207989,105,4.5,4.4,4.6,4.5
121.482473999999,31.21077,47,4.2,4,3.8,3.7
121.47862,31.2411439999999,47,4.4,4.4,4.3,4.5
121.494281999999,31.228275,873,4.9,4.9,4.9,4.9
121.474914999999,31.2229099999999,150,4.5,4.3,4.8,4.6
121.481555,31.245138,58,3.8,3.4,3.2,3.4
121.470425,31.220993,140,3.9,3.6,3.7,3.8
121.464354,31.2091369999999,55,4.3,4.3,4.2,4.3
121.454741999999,31.2232209999999,91,4.4,4.2,3.8,4.2
121.473585999999,31.226341,160,4.6,4.5,4.8,4.7
121.489228999999,31.212114,63,3.4,3.5,3.5,3.5
121.469706,31.224727,116,4.2,4.3,4.3,4.3
121.480101,31.239179,102,4.2,4.1,4.4,4.1
121.482021,31.242875,259,4.4,4.3,4.8,4.6
121.479977,31.2398759999999,87,4.4,4.4,4.4,4.5
121.469067999999,31.225356,142,4.7,4.7,4.8,4.8
121.464433999999,31.208905,110,4.7,4.7,4.7,4.8
121.472010999999,31.234368,114,4.7,4.7,4.7,4.8
121.493943,31.229585,34,4.1,4,3.9,4
121.471926999999,31.236414,112,4.7,4.6,4.7,4.7
121.469778,31.216989,81,4.4,4.4,4.3,4.4
121.482252,31.210981,79,3.6,3.7,3.6,3.6
121.486825999999,31.21057,60,3.9,4,4.1,4
121.476612,31.234652,45,4.4,4.4,4.3,4.3
121.472567999999,31.23514,49,4.6,4.5,4.5,4.6
121.47486,31.227656,580,4.7,4.8,4.8,4.8
121.470369,31.2211099999999,82,4.6,4.6,4.4,4.4
121.471231,31.232146,40,4.5,4.6,3.9,4.4
121.473388,31.222455,76,4,4,4,3.9
121.464757,31.20984,25,3.7,3.7,3.8,3.8
121.474926999999,31.235918,59,3.7,3.6,3.5,3.4
121.454662999999,31.219408,34,3.5,3.5,3.5,3.6
121.468455,31.2364789999999,617,4.4,4.3,4.6,4.4
121.463337999999,31.208172,47,4,3.9,3.7,3.7
121.473000999999,31.2008119999999,34,3.9,4.1,4.1,4.3
121.470219,31.225722,38,4.1,4.2,4.3,4.2
121.474817,31.2230729999999,45,3.7,3.8,3.7,3.8
121.46639,31.234426,36,4.3,4.4,4.5,4.5
121.469099999999,31.225338,46,4.4,4.4,4.3,4.6
121.482622,31.213533,36,3.6,3.6,3.6,3.7
121.4739,31.26915,62,3.4,3.5,3.5,3.4
121.486846,31.2820539999999,35,4.6,4.6,4.5,4.6
121.483198999999,31.292586,21,3.7,3.7,3.7,3.8
121.492969,31.272956,16,3.6,3.6,3.6,3.7
121.466111999999,31.30816,107,4.3,4.4,3.9,4.3
121.494325,31.251209,83,4.4,4.5,4.6,4.4
121.470167,31.285553,96,4.3,4.2,4.1,4.2
121.487976,31.2931929999999,106,3.1,3.3,3.3,3.3
121.473382999999,31.272929,116,4.6,4.4,4.6,4.6
121.495355,31.264804,375,4.5,4.4,4.7,4.5
121.474046999999,31.272675,103,4.5,4.3,4.4,4.5
121.480129,31.250226,96,4.1,4.1,4,4.1
121.485703999999,31.248497,466,4.7,4.8,4.8,4.5
121.487359999999,31.2883989999999,85,4.7,4.7,4.6,4.8
121.470511999999,31.285796,82,4.6,4.6,4.6,4.6
121.494592999999,31.266942,110,4.5,4.5,4.6,4.6
121.480763999999,31.2503619999999,56,3.8,3.7,3.8,4
121.480187999999,31.254849,31,3.6,3.7,3.8,3.7
121.473224,31.272665,108,4,4,4.4,4
121.494649999999,31.26634,114,4.7,4.7,4.7,4.8
121.477692,31.283055,32,3.6,3.6,3.5,3.6
121.493504,31.250989,58,4.5,4.6,4.4,4.6
121.503686999999,31.2544059999999,36,4.3,4.3,4.3,4.4
121.498260999999,31.253421,209,4.2,4.2,4.6,4.4
121.495078,31.2651469999999,344,4.2,4.3,4.7,4.5
121.493179999999,31.251124,44,4.2,4.3,4.2,4.3
121.46738,31.311947,22,3.7,3.8,3.7,3.7
121.466744,31.2851719999999,66,3.9,3.9,3.7,3.9
121.480845,31.250087,26,3.6,3.6,3.6,3.6
121.466375999999,31.304258,21,3.8,3.8,3.8,3.7
121.470657,31.29632,22,3.8,3.8,3.9,3.9
121.483333,31.2702069999999,36,3.7,3.7,3.7,3.7
121.394071999999,31.2342179999999,63,3.8,3.8,3.8,3.9
121.414862999999,31.2570249999999,102,4.5,4.5,4.5,4.6
121.410736,31.268732,102,4.6,4.6,4.5,4.5
121.425094999999,31.236086,42,3.9,3.8,3.8,3.9
121.424034,31.249945,78,3.9,3.9,3.6,3.9
121.432666999999,31.2395579999999,105,3.9,3.9,4.1,4.1
121.407323,31.234858,174,4.4,4.3,4.7,4.6
121.42682,31.251278,86,4.7,4.7,4.6,4.6
121.386134999999,31.269392,91,3.9,3.9,3.9,4
121.427092999999,31.2516889999999,121,4.3,4.3,4.1,4.2
121.424479,31.2481849999999,80,4.4,4.4,3.8,3.8
121.426039,31.249445,137,4.6,4.7,4.7,4.5
121.435185,31.2474789999999,157,3.6,3.7,3.6,3.7
121.43967,31.250623,141,4.6,4.6,4.8,4.7
121.408040999999,31.236008,107,4.3,4.3,4.4,4.4
121.40716,31.234472,110,4.7,4.7,4.7,4.8
121.408045999999,31.235541,104,4.6,4.5,4.6,4.6
121.396343,31.2500399999999,106,4.1,4.3,3.6,3.8
121.41853,31.239652,102,4.7,4.7,4.7,4.8
121.436243,31.243711,99,4.8,4.8,4.8,4.8
121.432214,31.2420389999999,88,4.2,4.3,3.9,4.3
121.377628,31.2347129999999,103,4.5,4.4,4.6,4.6
121.407955999999,31.2350479999999,41,4.1,4.1,4,4
121.377087,31.2347849999999,100,4.7,4.7,4.7,4.8
121.411201,31.240164,31,3.6,3.7,3.5,3.6
121.377059,31.2346429999999,47,4.6,4.7,4.6,4.6
121.413246999999,31.23832,23,3.8,3.7,3.7,3.6
121.390906,31.224391,100,4.4,4.5,4.5,4.5
121.437359,31.243144,126,3.5,3.7,3.6,3.5
121.440871999999,31.2508899999999,123,3.8,3.9,4,3.8
121.390749999999,31.2240299999999,100,4.1,4.1,4.3,4.3
121.390572,31.2243129999999,44,4.2,4.2,4.3,4.2
121.435519999999,31.2500779999999,146,4.5,4.7,4.4,4.3
121.426095,31.239757,60,4.3,4.3,4.2,4.4
121.435845999999,31.24971,100,3.6,3.9,3.7,3.6
121.390815,31.224875,38,4,4.2,4.4,4.2
121.371684,31.2356669999999,76,4.5,4.4,4.5,4.5
121.418020999999,31.239821,107,3.9,3.8,4.3,4.1
121.384883,31.254051,115,3.3,3.6,3.7,3.5
121.441939,31.2489659999999,103,3.8,3.8,3.6,3.6
121.428663999999,31.2397929999999,134,4.2,4,4.1,4
121.383375999999,31.22829,31,3.9,3.9,4.1,4.1
121.425015999999,31.2361679999999,29,3.6,3.6,3.5,3.7
121.394401999999,31.232328,11,3.7,3.5,3.3,3.4
121.368481,31.17686,110,3.7,3.8,3.9,3.9
121.378292,31.154029,81,3.6,3.6,3.5,3.5
121.345665999999,31.158694,31,3.7,3.6,3.6,3.7
121.310337,31.194281,147,4.6,4.5,4.6,4.5
121.377005999999,31.183446,31,4.3,4.3,4.4,4.4
121.30925,31.207365,101,4.3,4.3,4.3,4.5
121.418007,31.08668,18,3.6,3.6,3.5,3.5
121.360112,31.174654,50,4.1,3.9,3.5,3.7
121.310337,31.1942629999999,97,4.2,4.1,4.5,4.2
121.381844,31.192885,118,3.8,3.7,3.5,3.5
121.344427999999,31.165782,58,4.2,4.1,4.1,4.1
121.345916,31.155847,126,4.7,4.8,4.8,4.8
121.309061,31.2110249999999,30,4.2,4.1,4.2,4.2
121.375973999999,31.18186,29,3.8,3.8,3.7,3.8
121.382015999999,31.1085239999999,22,3.6,3.5,3.6,3.5
121.49934,31.0970559999999,26,4.3,4.3,4.2,4.3
121.308644999999,31.1965819999999,59,3.7,3.6,3.7,3.7
121.410651,31.028008,101,4.8,4.8,4.8,4.9
121.423884999999,31.018234,18,3.8,3.8,3.8,3.9
121.378553999999,31.091708,80,3.6,3.6,3.6,3.5
121.392904,31.089492,80,3.5,3.7,3.6,3.5
121.382868,31.180855,174,4.6,4.5,4.3,4.5
121.455009,31.043925,78,3.8,3.7,3.8,3.7
121.341900999999,31.035958,721,4.6,4.4,4.8,4.7
121.392876,31.1354849999999,98,3.9,3.9,4.2,4.1
121.452749999999,31.043377,32,3.8,3.8,3.9,3.8
121.377908,31.167909,21,3.3,3.4,3.4,3.4
121.454598,31.0436939999999,90,3.6,3.8,3.9,3.7
121.368482999999,31.025549,81,4,4,4.1,4
121.451425,31.042921,113,4.8,4.8,4.8,4.8
121.373892999999,31.188255,1382,4.5,4.4,4.5,4.4
121.311926999999,31.233083,95,3.4,3.5,3.5,3.5
121.344195999999,31.181783,111,4.1,4.3,4.4,4.3
121.499615,31.096981,116,4.7,4.7,4.8,4.7
121.365402,31.177412,53,4.8,4.8,4.4,4.8
121.532719999999,31.063043,93,3.5,3.5,3.5,3.5
121.359796,31.17595,62,4.6,4.4,3.9,4.4
121.40089,31.0731259999999,81,4.7,4.7,4.7,4.7
121.369686,31.1807899999999,67,4.6,4.7,4.2,4.3
121.397101,31.135608,55,3.7,3.8,3.7,3.6
121.293064999999,31.2105719999999,65,3.5,3.4,3.4,3.5
121.363927,31.1879379999999,46,4.3,4.2,3.7,3.7
121.350758999999,31.1541469999999,110,3.8,3.9,3.6,3.6
121.428122,31.0158519999999,36,4.7,4.7,4.5,4.4
121.500377,31.0850259999999,114,4.7,4.7,4.7,4.8
121.348386,31.151544,92,4.2,4.4,3.7,4.3
121.468062,31.0449759999999,75,3.7,3.7,3.6,3.6
121.507683999999,31.029494,95,4.6,4.6,4.6,4.6
121.305206999999,31.216757,199,3.8,3.8,3.6,3.8
121.398206,31.189661,118,4.8,4.8,4.8,4.9
121.428464,31.0151639999999,78,3.7,3.7,3.5,3.6
121.444426,31.102338,68,3.7,3.7,3.6,3.7
121.380949999999,31.167858,32,3.6,3.6,3.6,3.6
121.394885,31.161514,56,4.5,4.6,4.2,4.5
121.393168,31.133655,103,4.6,4.7,4.7,4.7
121.341133999999,31.161289,64,4.6,4.6,4.2,4.4
121.409013,31.084053,118,4.2,4.2,4.2,4.2
121.382355,31.1381599999999,82,4.2,4.2,4.4,4.3
121.499617999999,31.096737,83,4.6,4.6,4.6,4.7
121.430943999999,31.090976,74,3.5,3.5,3.4,3.5
121.308597,31.194823,115,4.8,4.8,4.8,4.8
121.350002,31.160234,105,4.6,4.4,4.8,4.6
121.364097999999,31.1875789999999,133,4.4,4.4,4.1,4.2
121.306422999999,31.217233,100,3.9,3.9,4.1,4.1
121.308592,31.193749,109,4.4,4.5,4.7,4.6
121.303894,31.2108349999999,86,3.7,3.8,3.7,3.8
121.381898,31.109195,104,4.6,4.5,4.7,4.7
121.382981,31.1892539999999,108,4.5,4.4,4.6,4.6
121.498976999999,31.097324,112,4.2,4.3,4.3,4.4
121.424498999999,31.088553,56,3.2,3.3,3.3,3.3
121.363967,31.187888,45,4.1,4,3.6,3.8
121.377633,31.157359,42,4.3,4.3,3.8,4
121.400820999999,31.008889,96,4.4,4.4,4.6,4.6
121.385388,31.179995,104,4.4,4.3,4.3,4.3
121.345357,31.1559349999999,49,4.5,4.4,4.5,4.5
121.407183,31.101875,76,3.6,3.6,3.5,3.6
121.396486999999,31.1338739999999,37,3.7,3.7,3.8,3.7
121.374285,31.188565,160,4.5,3.9,4.4,3.8
121.309280999999,31.1932909999999,95,4.2,4.2,4.2,4.2
121.400964,31.07345,106,4.8,4.8,4.8,4.8
121.377092,31.116933,78,4.3,4.4,4.3,4.4
121.507615,31.030209,105,4.2,4.4,4.3,4.5
121.364024999999,31.187766,114,3.5,3.5,3.5,3.5
121.382485,31.109504,69,3.9,3.7,3.9,3.8
121.336153999999,31.1658919999999,105,4.7,4.7,4.7,4.7
121.277735,31.20529,85,3.9,3.8,3.9,3.9
121.336474999999,31.1653969999999,103,4.6,4.5,4.6,4.5
121.448155999999,31.042925,59,3.6,3.6,3.6,3.6
121.348403,31.182901,73,3.7,3.7,3.6,3.6
121.369382999999,31.179141,48,4.6,4.7,3.8,4.4
121.410355999999,31.027843,85,4.3,4.4,4.5,4.4
121.308640999999,31.194477,26,3.8,3.8,3.8,3.8
121.386089999999,31.066849,74,3.9,3.8,3.8,3.9
121.370088999999,31.096221,107,4.3,4.4,4.2,4.4
121.3939,31.133177,104,4.6,4.7,4.8,4.7
121.396144,31.133572,83,4.4,4.3,4.5,4.5
121.298829999999,31.1858439999999,98,4.2,4.6,4.3,4.4
121.412194,31.010909,325,3.6,3.6,3.7,3.6
121.398422999999,31.135527,27,4.1,4.1,3.8,4.1
121.358395,31.13805,93,3.8,3.8,3.9,3.8
121.337141,31.1662329999999,83,4.4,4.3,4.5,4.5
121.388947,31.162502,147,4.6,4.5,4.5,4.6
121.382097999999,31.1087169999999,105,4,3.9,4,3.8
121.396229,31.133842,110,4.6,4.5,4.7,4.7
121.367813999999,31.177191,96,4.6,4.6,4.5,4.7
121.377692999999,31.184588,60,3.8,3.7,3.6,3.7
121.381618,31.1880309999999,48,3.9,3.9,3.9,3.9
121.358688999999,31.137514,98,4,3.9,4,3.9
121.331962,31.152182,28,3.7,3.8,3.7,3.6
121.399265,31.115611,25,4,3.9,3.9,4
121.381662,31.10847,116,4.6,4.7,4.6,4.8
121.367970999999,31.1845229999999,74,4.2,4.1,4,3.9
121.308721,31.1939789999999,36,3.7,3.8,3.8,3.8
121.348386,31.151544,96,3.7,3.8,3.6,3.9
121.408394999999,31.0460029999999,60,3.6,3.6,3.6,3.6
121.374688,31.1097569999999,97,4.5,4.4,4.4,4.4
121.406122999999,31.143426,74,3.8,3.8,3.7,3.9
121.418152,31.126818,85,3.8,3.8,3.8,3.9
121.347206999999,31.1611109999999,80,3.8,3.8,3.8,3.8
121.349519999999,31.153822,33,3.7,3.3,3.3,3.2
121.417542999999,31.1270719999999,146,3.7,3.7,3.7,3.7
121.358653,31.133305,59,4.3,4.3,4.4,4.2
121.38203,31.1797569999999,254,4.6,4.7,4,4.5
121.417833,31.091358,79,3.6,3.6,3.6,3.6
121.363911,31.171783,96,4.2,4.1,4.3,4.2
121.308616999999,31.204763,31,3.9,3.9,4,4
121.364187,31.171887,112,4.4,4.3,4.6,4.5
121.36345,31.172086,104,4.7,4.8,4.7,4.8
121.395437999999,31.1098369999999,50,4.4,4.5,4.4,4.4
121.391623999999,31.124858,72,3.6,3.6,3.6,3.6
121.369686,31.1807899999999,59,4.4,4.2,3.7,3.9
121.355511,31.144248,102,3.3,3.5,3.6,3.6
121.376487999999,31.091673,78,3.8,3.8,3.8,3.8
121.382887999999,31.189281,47,3.9,3.9,3.9,4
121.30557,31.196448,131,4.3,4.3,4.3,4.4
121.382295999999,31.1382499999999,101,4.2,4,3.9,3.9
121.390800999999,31.159597,199,3.5,3.2,3.4,3.2
121.375715,31.1817099999999,102,3.8,3.9,3.8,3.8
121.393344999999,31.088163,69,3.7,3.7,3.6,3.6
121.357771,31.106286,41,3.3,3.8,3.8,3.5
121.391819999999,31.1247609999999,82,3.9,3.8,3.5,3.8
121.365317,31.177692,123,4,3.8,3.9,4
121.359037,31.1776109999999,91,4.6,4.5,4.1,4.4
121.434274,31.097842,49,3.6,3.5,3.5,3.5
121.409107,31.023387,85,4,4.1,3.9,4.2
121.379123,31.17754,565,3.3,3.6,3.7,3.6
121.367998999999,31.169208,33,4.2,3.9,3.3,3.5
121.35343,31.14594,102,4,4,4,4.2
121.263042999999,31.246969,65,3.5,3.5,3.5,3.5
121.394316,31.1616609999999,22,3.6,3.6,3.6,3.6
121.359245999999,31.144805,32,3.5,3.5,3.4,3.4
121.369857999999,31.184421,58,3.5,3.5,3.2,3.3
121.358241,31.138351,28,3.9,3.8,3.5,3.6
121.406571,31.101703,68,3.8,3.7,3.7,3.7
121.332508,31.166508,55,3.6,3.5,3.5,3.6
121.499611999999,31.0969179999999,36,3.9,4,4,4.2
121.332910999999,31.166751,55,3.6,3.7,3.6,3.7
121.51048,31.062446,56,3.5,3.6,3.5,3.5
121.333322999999,31.1529789999999,29,3.6,3.6,3.6,3.6
121.359172,31.132815,35,3.9,4,3.9,3.9
121.368667,31.1800719999999,168,4.1,4.1,3.9,3.9
121.361694,31.171391,46,4.2,4.2,4.2,4.3
121.360479999999,31.111094,56,3.6,3.6,3.5,3.5
121.334352999999,31.167383,79,3.3,3.6,3.6,3.6
121.38463,31.170121,32,3.1,3.4,3.4,3.3
121.389016999999,31.0676449999999,20,3.7,3.7,3.7,3.7
121.342293999999,31.141179,43,3.5,3.5,3.5,3.4
121.340209,31.177197,57,3.3,3.4,3.4,3.4
121.367121999999,31.109928,19,3.9,3.9,3.7,3.8
121.430694,31.0768929999999,50,3.4,3.4,3.4,3.4
121.398148,31.1902189999999,37,3.8,3.9,3.9,3.9
121.489287,31.11731,33,3.6,3.6,3.6,3.6
121.350378,31.166072,29,3.7,3.7,3.7,3.8
121.318191999999,31.196632,40,3.3,3.4,3.5,3.4
121.467157999999,31.3219339999999,93,4.2,4.3,4.3,4.2
121.416825,31.3600059999999,74,3.8,3.8,3.7,3.8
121.418992,31.305021,32,3.3,3.4,3.4,3.4
121.488849,31.37103,21,3.6,3.6,3.7,3.6
121.428589,31.354775,23,3.8,3.8,3.8,3.8
121.411287999999,31.3578839999999,23,3.6,3.6,3.6,3.6
121.4864,31.4125739999999,138,4.2,4.1,4.1,4.1
121.413869,31.3582849999999,96,3.6,3.6,3.6,3.6
121.424661999999,31.38447,26,3.6,3.6,3.7,3.7
121.486557,31.336489,110,3.5,3.7,3.9,3.6
121.477014999999,31.3985519999999,360,4.8,4.8,4.9,4.9
121.391396999999,31.422991,55,3.9,3.9,3.6,3.8
121.35142,31.4382349999999,177,4.2,4.1,4.7,4.1
121.444495,31.37079,115,4.3,4.5,4.5,4.5
121.474491999999,31.342569,87,3.7,3.8,3.7,3.8
121.343693999999,31.318612,23,3.5,3.4,3.5,3.5
121.357444999999,31.3606659999999,101,4.6,4.8,4.8,4.7
121.358407999999,31.359995,98,4.4,4.4,4.5,4.6
121.384179,31.3228149999999,84,4.6,4.5,4.5,4.6
121.394354,31.346824,40,3.3,3.4,3.4,3.4
121.442808999999,31.3253759999999,97,4.2,4.4,4.3,4.4
121.439809999999,31.3243499999999,90,4.2,4.3,4.5,4.5
121.431478999999,31.326149,91,3.7,3.8,3.6,3.6
121.479337,31.3203269999999,113,4.4,4.6,4.7,4.6
121.333051999999,31.392388,35,4.2,4.3,4.3,4.3
121.465496999999,31.3220649999999,105,3.8,4.1,3.9,3.8
121.356505999999,31.389721,37,3.4,3.5,3.4,3.3
121.412982,31.296606,116,4.3,4.4,4.5,4.4
121.381735,31.3176829999999,53,3.6,3.6,3.6,3.7
121.442688,31.370434,79,3.9,4.1,3.8,3.8
121.480586,31.4021839999999,111,4.8,4.8,4.8,4.9
121.443337999999,31.3260749999999,119,4.7,4.7,4.7,4.8
121.493324999999,31.374675,87,3.6,3.4,3.3,3.3
121.431478999999,31.326149,84,3.9,3.9,3.8,3.9
121.474996,31.4084679999999,50,3.4,3.4,3.4,3.4
121.481575,31.3495959999999,52,3.4,3.4,3.4,3.4
121.366299999999,31.4049939999999,151,3.9,3.7,3.9,3.8
121.435636,31.3339229999999,37,4.1,4.2,4.2,4.2
121.384838,31.353086,144,3.9,3.8,3.9,3.9
121.440175999999,31.323984,74,4.5,4.5,4.7,4.7
121.480569,31.4015799999999,55,3.8,3.9,3.9,3.8
121.344564,31.391645,82,3.5,3.5,3.5,3.5
121.375371,31.3244849999999,23,3.7,3.8,3.6,3.7
121.365887,31.347467,33,3.9,3.9,3.9,4
121.362342999999,31.376202,74,3.9,3.8,3.8,3.8
121.474879999999,31.4057929999999,36,4.1,4.1,3.8,4
121.467712,31.3215779999999,64,3.8,3.8,3.8,3.8
121.341802999999,31.480547,60,3.4,3.5,3.4,3.4
121.394485,31.327271,32,3.8,3.9,3.9,4
121.438049,31.322848,25,3.8,3.8,3.8,3.8
121.486373,31.397245,30,3.7,3.7,3.6,3.7
121.360856999999,31.352781,24,3.5,3.6,3.6,3.5
121.352164999999,31.349456,21,3.1,3.2,3.2,3.2
121.407161,31.304272,15,3.5,3.5,3.5,3.5
121.528822,31.243738,88,4.3,4.4,4.1,4.3
121.577526,31.1664369999999,65,3.5,3.5,3.5,3.5
121.623881999999,31.214848,62,3.6,3.6,3.7,3.6
121.50314,31.237463,30,3.6,3.6,3.6,3.7
121.811555999999,31.137443,59,3.7,3.7,3.7,3.7
121.659054999999,31.2778689999999,104,3.7,3.6,3.7,3.7
121.510587,31.2344569999999,74,3.9,3.9,3.7,3.8
121.531405,31.181144,34,3.8,3.8,3.8,3.9
121.568288999999,31.129833,126,4.2,4.2,4.5,4.3
121.527394999999,31.224446,216,4.2,4.4,4.3,4.4
121.553124999999,31.12218,80,3.7,3.7,3.7,3.7
121.510565,31.2344429999999,69,3.9,3.9,4,4
121.502191999999,31.1373469999999,87,3.4,3.4,3.5,3.4
121.566263,31.129438,119,3.7,3.6,3.8,3.7
121.495034,31.1653309999999,21,3.6,3.6,3.6,3.6
121.519724999999,31.226123,54,3.7,3.6,3.6,3.6
121.598814,31.180249,65,3.7,3.9,3.9,3.9
121.493883999999,31.2381509999999,350,4.5,4.5,4.7,4.7
121.896872999999,30.882376,29,3.9,3.8,4.1,4
121.488159999999,31.186877,137,4.4,4.3,4.4,4.3
121.612537,31.202144,58,4,3.9,3.9,4
121.716060999999,31.2351579999999,103,4.1,4.2,3.6,3.9
121.57562,31.2585489999999,32,3.9,4,4.1,4
121.555992,31.228361,97,3.9,3.9,4,4.2
121.610004,31.2574259999999,24,3.9,3.9,3.7,3.9
121.523759999999,31.229075,113,4.5,4.5,4.6,4.6
121.53655,31.218091,71,4.1,4.2,4.4,4.2
121.597362,31.20577,111,4.7,4.8,4.8,4.8
121.809943,30.8935609999999,88,4.2,4.1,4.3,4.3
121.76339,31.113675,86,3.8,3.9,3.9,3.8
121.648270999999,31.214224,98,3.9,3.9,4,4.1
121.523115,31.213476,114,4.5,4.6,4.4,4.3
121.567588999999,31.1611599999999,52,3.2,3.6,3.5,3.5
121.475989999999,31.1545619999999,147,4.2,4.3,4.5,4.4
